ip开始地址,ip结束地址,国家,省,市,地区,,
61.128.162.0,61.128.169.255,中国,重庆市,,电信,,
61.128.170.0,61.128.170.255,中国,重庆市,,电信,,
61.128.171.0,61.128.171.255,中国,重庆市,,电信,,
61.128.172.0,61.128.173.255,中国,重庆市,,电信,,
61.128.174.0,61.128.175.255,中国,重庆市,,电信,,
61.128.176.0,61.128.183.255,中国,重庆市,,电信,,
61.128.184.0,61.128.186.199,中国,重庆市,,电信,,
61.128.186.200,61.128.186.207,中国,重庆市,,渝中区万友经济发展有限责任公司,,
61.128.186.208,61.128.199.255,中国,重庆市,,电信,,
61.128.200.0,61.128.207.255,中国,重庆市,,电信,,
61.128.208.0,61.128.209.255,中国,重庆市,,电信,,
61.128.210.0,61.128.210.255,中国,重庆市,,电信,,
61.128.211.0,61.128.211.255,中国,重庆市,,电信,,
61.128.212.0,61.128.215.255,中国,重庆市,,电信,,
61.128.216.0,61.128.217.255,中国,重庆市,,电信,,
61.128.218.0,61.128.219.255,中国,重庆市,,电信,,
61.128.220.0,61.128.223.255,中国,重庆市,,电信,,
61.128.224.0,61.128.225.255,中国,重庆市,,电信,,
61.128.226.0,61.128.227.255,中国,重庆市,,电信,,
61.128.228.0,61.128.229.255,中国,重庆市,,电信,,
61.128.230.0,61.128.231.255,中国,重庆市,,电信,,
61.128.232.0,61.128.239.255,中国,重庆市,,电信,,
61.128.240.0,61.128.245.255,中国,重庆市,,电信,,
61.128.246.0,61.128.246.255,中国,重庆市,,电信,,
61.128.247.0,61.128.247.255,中国,重庆市,,电信,,
61.128.248.0,61.128.248.255,中国,重庆市,,电信,,
61.128.249.0,61.128.255.255,中国,重庆市,,电信,,
61.129.0.0,61.129.36.255,中国,上海市,上海市,电信,,
61.129.37.0,61.129.37.255,中国,上海市,上海市,华东师范大学,,
61.129.38.0,61.129.41.255,中国,上海市,上海市,电信,,
61.129.42.0,61.129.42.255,中国,上海市,上海市,复旦大学,,
61.129.43.0,61.129.159.255,中国,上海市,上海市,电信,,
61.129.160.0,61.129.175.255,中国,上海市,上海市,电信,,
61.129.176.0,61.129.191.255,中国,上海市,上海市,电信,,
61.129.192.0,61.129.207.255,中国,上海市,上海市,电信,,
61.129.208.0,61.129.255.255,中国,上海市,上海市,电信,,
61.130.0.0,61.130.4.207,中国,浙江省,杭州市,电信,,
61.130.4.208,61.130.4.211,中国,浙江省,杭州市,天梭网吧,,
61.130.4.212,61.130.4.215,中国,浙江省,杭州市,电信,,
61.130.4.216,61.130.4.219,中国,浙江省,杭州市,美政网吧,,
61.130.4.220,61.130.4.231,中国,浙江省,杭州市,电信,,
61.130.4.232,61.130.4.235,中国,浙江省,杭州市,解放路太平洋网吧,,
61.130.4.236,61.130.4.255,中国,浙江省,杭州市,电信,,
61.130.5.0,61.130.5.3,中国,浙江省,杭州市,国语网吧,,
61.130.5.4,61.130.6.215,中国,浙江省,杭州市,电信,,
61.130.6.216,61.130.6.223,中国,浙江省,杭州市,浙江商业职业技术学院德胜校区,,
61.130.6.224,61.130.6.255,中国,浙江省,杭州市,中国美术学院,,
61.130.7.0,61.130.11.255,中国,浙江省,杭州市,电信,,
61.130.12.0,61.130.23.255,中国,浙江省,宁波市,电信,,
61.130.24.0,61.130.31.255,中国,浙江省,温州市,电信,,
61.130.32.0,61.130.35.255,中国,浙江省,绍兴市,电信,,
61.130.36.0,61.130.43.255,中国,浙江省,金华市,电信,,
61.130.44.0,61.130.44.255,中国,浙江省,宁波市,电信,,
61.130.45.0,61.130.47.255,中国,浙江省,湖州市,电信,,
61.130.48.0,61.130.48.255,中国,浙江省,衢州市,电信,,
61.130.49.0,61.130.49.7,中国,浙江省,衢州市,柯城区友情飞越网吧,,
61.130.49.8,61.130.49.11,中国,浙江省,衢州市,地球村网吧,,
61.130.49.12,61.130.49.15,中国,浙江省,衢州市,电信,,
61.130.49.16,61.130.49.19,中国,浙江省,衢州市,时空网吧,,
61.130.49.20,61.130.49.23,中国,浙江省,衢州市,电信,,
61.130.49.24,61.130.49.27,中国,浙江省,衢州市,红宝石网吧,,
61.130.49.28,61.130.49.47,中国,浙江省,衢州市,电信,,
61.130.49.48,61.130.49.51,中国,浙江省,衢州市,成人网吧,,
61.130.49.52,61.130.49.55,中国,浙江省,衢州市,龙腾网吧,,
61.130.49.56,61.130.49.75,中国,浙江省,衢州市,电信,,
61.130.49.76,61.130.49.79,中国,浙江省,衢州市,柯城区航埠镇快乐网吧,,
61.130.49.80,61.130.49.95,中国,浙江省,衢州市,电信,,
61.130.49.96,61.130.49.99,中国,浙江省,衢州市,神通网吧,,
61.130.49.100,61.130.49.107,中国,浙江省,衢州市,电信,,
61.130.49.108,61.130.49.111,中国,浙江省,衢州市,书廊网吧,,
61.130.49.112,61.130.49.115,中国,浙江省,衢州市,电信,,
61.130.49.116,61.130.49.119,中国,浙江省,衢州市,龙腾网吧,,
61.130.49.120,61.130.49.123,中国,浙江省,衢州市,电信,,
61.130.49.124,61.130.49.127,中国,浙江省,衢州市,缘份网吧,,
61.130.49.128,61.130.49.131,中国,浙江省,衢州市,柯城区航埠镇寻梦园网吧,,
61.130.49.132,61.130.49.139,中国,浙江省,衢州市,电信,,
61.130.49.140,61.130.49.143,中国,浙江省,衢州市,华星网吧,,
61.130.49.144,61.130.49.151,中国,浙江省,衢州市,电信,,
61.130.49.152,61.130.49.155,中国,浙江省,衢州市,主题网吧,,
61.130.49.156,61.130.49.187,中国,浙江省,衢州市,电信,,
61.130.49.188,61.130.49.191,中国,浙江省,衢州市,兴衢网吧,,
61.130.49.192,61.130.49.207,中国,浙江省,衢州市,电信,,
61.130.49.208,61.130.49.211,中国,浙江省,衢州市,小虫网吧,,
61.130.49.212,61.130.49.215,中国,浙江省,衢州市,电信,,
61.130.49.216,61.130.49.219,中国,浙江省,衢州市,万众网吧,,
61.130.49.220,61.130.49.223,中国,浙江省,衢州市,电信,,
61.130.49.224,61.130.49.227,中国,浙江省,衢州市,绮丽网吧,,
61.130.49.228,61.130.49.239,中国,浙江省,衢州市,电信,,
61.130.49.240,61.130.49.243,中国,浙江省,衢州市,相约网吧,,
61.130.49.244,61.130.55.255,中国,浙江省,衢州市,电信,,
61.130.56.0,61.130.58.255,中国,浙江省,,电信,,
61.130.59.0,61.130.61.255,中国,浙江省,丽水市,电信,,
61.130.62.0,61.130.62.255,中国,浙江省,衢州市,电信,,
61.130.63.0,61.130.63.255,中国,浙江省,,电信,,
61.130.64.0,61.130.79.255,中国,浙江省,衢州市,电信,,
61.130.80.0,61.130.87.255,中国,浙江省,宁波市,电信,,
61.130.88.0,61.130.95.255,中国,浙江省,湖州市,电信,,
61.130.96.0,61.130.117.255,中国,浙江省,宁波市,电信,,
61.130.118.0,61.130.119.255,中国,浙江省,温州市,电信,,
61.130.120.0,61.130.135.255,中国,浙江省,杭州市,电信,,
61.130.136.0,61.130.143.255,中国,浙江省,宁波市,电信,,
61.130.144.0,61.130.151.255,中国,浙江省,温州市,电信,,
61.130.152.0,61.130.159.255,中国,浙江省,金华市,电信,,
61.130.160.0,61.130.163.255,中国,浙江省,嘉兴市,电信,,
61.130.164.0,61.130.167.255,中国,浙江省,绍兴市,电信,,
61.130.168.0,61.130.171.255,中国,浙江省,湖州市,电信,,
61.130.172.0,61.130.175.255,中国,浙江省,衢州市,电信,,
61.130.176.0,61.130.179.255,中国,浙江省,丽水市,电信,,
61.130.180.0,61.130.183.255,中国,浙江省,舟山市,电信,,
61.130.184.0,61.130.187.255,中国,浙江省,宁波市,电信,,
61.130.188.0,61.130.191.255,中国,浙江省,嘉兴市,电信,,
61.130.192.0,61.130.255.255,中国,浙江省,湖州市,电信,,
61.131.0.0,61.131.23.255,中国,福建省,福州市,电信,,
61.131.24.0,61.131.27.255,中国,福建省,宁德市,电信,,
61.131.28.0,61.131.28.63,中国,福建省,莆田市,电信,,
61.131.28.64,61.131.28.95,中国,福建省,莆田市,第二中学,,
61.131.28.96,61.131.30.175,中国,福建省,莆田市,电信,,
61.131.30.176,61.131.30.191,中国,福建省,莆田市,第六中学,,
61.131.30.192,61.131.31.255,中国,福建省,莆田市,电信,,
61.131.32.0,61.131.33.255,中国,福建省,龙岩市,电信,,
61.131.34.0,61.131.39.255,中国,福建省,三明市,电信,,
61.131.40.0,61.131.41.255,中国,福建省,南平市,电信,,
61.131.42.0,61.131.43.255,中国,福建省,武夷山市,电信,,
61.131.44.0,61.131.48.215,中国,福建省,泉州市,电信,,
61.131.48.216,61.131.48.223,中国,福建省,泉州市,幼儿师范学校,,
61.131.48.224,61.131.49.39,中国,福建省,泉州市,电信,,
61.131.49.40,61.131.49.47,中国,福建省,泉州市,第三中学,,
61.131.49.48,61.131.53.47,中国,福建省,泉州市,电信,,
61.131.53.48,61.131.53.55,中国,福建省,泉州市,南安市官桥镇五星中学,,
61.131.53.56,61.131.53.79,中国,福建省,泉州市,电信,,
61.131.53.80,61.131.53.87,中国,福建省,泉州市,安溪县龙门中学,,
61.131.53.88,61.131.53.95,中国,福建省,泉州市,安溪县湖头镇慈山学校,,
61.131.53.96,61.131.53.103,中国,福建省,泉州市,电信,,
61.131.53.104,61.131.53.111,中国,福建省,泉州市,南安市第一实验小学,,
61.131.53.112,61.131.55.47,中国,福建省,泉州市,电信,,
61.131.55.48,61.131.55.55,中国,福建省,泉州市,南安市教师进修学校,,
61.131.55.56,61.131.55.135,中国,福建省,泉州市,电信,,
61.131.55.136,61.131.55.143,中国,福建省,泉州市,鹏峰中学,,
61.131.55.144,61.131.55.255,中国,福建省,泉州市,电信,,
61.131.56.0,61.131.56.7,中国,福建省,泉州市,九牧王电子设备有限公司,,
61.131.56.8,61.131.57.79,中国,福建省,泉州市,电信,,
61.131.57.80,61.131.57.87,中国,福建省,泉州市,晋江市雅客食品公司,,
61.131.57.88,61.131.57.219,中国,福建省,泉州市,电信,,
61.131.57.220,61.131.57.227,中国,福建省,石狮市,因超网吧,,
61.131.57.228,61.131.57.255,中国,福建省,泉州市,电信,,
61.131.58.0,61.131.58.7,中国,福建省,泉州市,中营学院,,
61.131.58.8,61.131.58.47,中国,福建省,泉州市,电信,,
61.131.58.48,61.131.58.55,中国,福建省,泉州市,安溪县西坪中学,,
61.131.58.56,61.131.58.183,中国,福建省,泉州市,电信,,
61.131.58.184,61.131.58.191,中国,福建省,泉州市,石狮市石光中学,,
61.131.58.192,61.131.60.31,中国,福建省,泉州市,电信,,
61.131.60.32,61.131.60.39,中国,福建省,泉州市,晋江市永和南峰中学,,
61.131.60.40,61.131.60.47,中国,福建省,泉州市,电信,,
61.131.60.48,61.131.60.55,中国,福建省,泉州市,晋江市安海职业中专学校,,
61.131.60.56,61.131.60.215,中国,福建省,泉州市,电信,,
61.131.60.216,61.131.60.223,中国,福建省,泉州市,晋江市磁灶中学,,
61.131.60.224,61.131.60.239,中国,福建省,泉州市,电信,,
61.131.60.240,61.131.60.247,中国,福建省,泉州市,晋江市第一实验小学,,
61.131.60.248,61.131.61.39,中国,福建省,泉州市,电信,,
61.131.61.40,61.131.61.47,中国,福建省,泉州市,南安市新侨中学,,
61.131.61.48,61.131.61.207,中国,福建省,泉州市,电信,,
61.131.61.208,61.131.61.215,中国,福建省,泉州市,华光摄影艺术学院,,
61.131.61.216,61.131.61.255,中国,福建省,泉州市,电信,,
61.131.62.0,61.131.62.7,中国,福建省,泉州市,华侨大学成教学院,,
61.131.62.8,61.131.62.79,中国,福建省,泉州市,电信,,
61.131.62.80,61.131.62.87,中国,福建省,泉州市,晋江市毓英中学,,
61.131.62.88,61.131.62.215,中国,福建省,泉州市,电信,,
61.131.62.216,61.131.62.223,中国,福建省,泉州市,南安市国光中学,,
61.131.62.224,61.131.63.31,中国,福建省,泉州市,电信,,
61.131.63.32,61.131.63.39,中国,福建省,泉州市,梅山实验学院,,
61.131.63.40,61.131.63.199,中国,福建省,泉州市,电信,,
61.131.63.200,61.131.63.207,中国,福建省,泉州市,晋江市陈埭民族中学,,
61.131.63.208,61.131.63.247,中国,福建省,泉州市,电信,,
61.131.63.248,61.131.63.255,中国,福建省,泉州市,惠安县第五中学,,
61.131.64.0,61.131.79.255,中国,福建省,厦门市,电信,,
61.131.80.0,61.131.99.255,中国,福建省,福州市,电信,,
61.131.100.0,61.131.103.255,中国,福建省,南平市,电信,,
61.131.104.0,61.131.115.255,中国,福建省,泉州市,电信,,
61.131.116.0,61.131.119.255,中国,福建省,宁德市,电信,,
61.131.120.0,61.131.127.255,中国,福建省,莆田市,电信,,
61.131.128.0,61.131.139.255,中国,江西省,南昌市,电信,,
61.131.140.0,61.131.143.255,中国,江西省,上饶市,电信,,
61.131.144.0,61.131.147.255,中国,江西省,宜春市,电信,,
61.131.148.0,61.131.151.255,中国,江西省,抚州市,电信,,
61.131.152.0,61.131.159.255,中国,江西省,吉安市,电信,,
61.131.160.0,61.131.167.255,中国,江西省,九江市,电信,,
61.131.168.0,61.131.175.255,中国,江西省,赣州市,电信,,
61.131.176.0,61.131.179.255,中国,江西省,鹰潭市,电信,,
61.131.180.0,61.131.183.255,中国,江西省,新余市,电信,,
61.131.184.0,61.131.187.255,中国,江西省,萍乡市,电信,,
61.131.188.0,61.131.191.255,中国,江西省,景德镇市,电信,,
61.131.192.0,61.131.199.255,中国,江西省,南昌市,电信,,
61.131.200.0,61.131.207.255,中国,江西省,九江市,电信,,
61.131.208.0,61.131.215.255,中国,江西省,宜春市,电信,,
61.131.216.0,61.131.219.255,中国,江西省,吉安市,电信,,
61.131.220.0,61.131.223.255,中国,江西省,南昌市,电信,,
61.131.224.0,61.131.227.255,中国,江西省,九江市,电信,,
61.131.228.0,61.131.229.255,中国,江西省,上饶市,电信,,
61.131.230.0,61.131.235.255,中国,江西省,赣州市,电信,,
61.131.236.0,61.131.237.255,中国,江西省,新余市,电信,,
61.131.238.0,61.131.241.255,中国,江西省,萍乡市,电信,,
61.131.242.0,61.131.247.255,中国,江西省,上饶市,电信,,
61.131.248.0,61.131.249.255,中国,江西省,南昌市,电信,,
61.131.250.0,61.131.250.255,中国,江西省,九江市,电信,,
61.131.251.0,61.131.251.255,中国,江西省,鹰潭市,电信,,
61.131.252.0,61.131.252.255,中国,江西省,宜春市,电信,,
61.131.253.0,61.131.253.255,中国,江西省,抚州市,电信,,
61.131.254.0,61.131.254.255,中国,江西省,上饶市,电信,,
61.131.255.0,61.131.255.255,中国,江西省,景德镇市,电信,,
61.132.0.0,61.132.3.255,中国,江苏省,连云港市,电信,,
61.132.4.0,61.132.5.255,中国,江苏省,宿迁市,电信,,
61.132.6.0,61.132.11.255,中国,江苏省,淮阴市,电信,,
61.132.12.0,61.132.13.255,中国,江苏省,盐城市,电信,,
61.132.14.0,61.132.15.255,中国,江苏省,南通市,电信,,
61.132.16.0,61.132.19.255,中国,江苏省,徐州市,电信,,
61.132.20.0,61.132.23.255,中国,江苏省,,电信,,
61.132.24.0,61.132.29.183,中国,江苏省,镇江市,电信,,
61.132.29.184,61.132.29.191,中国,江苏省,镇江市,丹阳市胡桥初级中学,,
61.132.29.192,61.132.29.199,中国,江苏省,镇江市,丹阳市建山初级中学,,
61.132.29.200,61.132.29.207,中国,江苏省,镇江市,丹阳市全州初级中学,,
61.132.29.208,61.132.30.15,中国,江苏省,镇江市,电信,,
61.132.30.16,61.132.30.23,中国,江苏省,镇江市,丹阳市供电局,,
61.132.30.24,61.132.30.31,中国,江苏省,镇江市,电信,,
61.132.30.32,61.132.30.39,中国,江苏省,镇江市,中基房地产有限公司,,
61.132.30.40,61.132.30.43,中国,江苏省,镇江市,涵翔工艺品有限责任公司,,
61.132.30.44,61.132.30.47,中国,江苏省,镇江市,恒源玩具有限公司,,
61.132.30.48,61.132.30.63,中国,江苏省,镇江市,光大证券丹阳市,,
61.132.30.64,61.132.30.79,中国,江苏省,镇江市,扬中市人民医院,,
61.132.30.80,61.132.30.87,中国,江苏省,镇江市,丹阳市实验中学,,
61.132.30.88,61.132.30.95,中国,江苏省,镇江市,丹阳市云阳幼儿园,,
61.132.30.96,61.132.30.103,中国,江苏省,镇江市,丹阳市爱仕达电子,,
61.132.30.104,61.132.30.111,中国,江苏省,镇江市,交通银行镇江分行,,
61.132.30.112,61.132.30.127,中国,江苏省,镇江市,丹阳市人造板厂,,
61.132.30.128,61.132.30.143,中国,江苏省,镇江市,丹化集团公司,,
61.132.30.144,61.132.30.159,中国,江苏省,镇江市,江苏农林职业技术学院,,
61.132.30.160,61.132.30.167,中国,江苏省,镇江市,电力设备厂,,
61.132.30.168,61.132.30.175,中国,江苏省,镇江市,金河纸业有限公司,,
61.132.30.176,61.132.30.179,中国,江苏省,镇江市,江苏电力建设三公司,,
61.132.30.180,61.132.30.183,中国,江苏省,镇江市,丹阳市仁海公司,,
61.132.30.184,61.132.30.191,中国,江苏省,镇江市,丹阳市享得利光学有限公司,,
61.132.30.192,61.132.30.199,中国,江苏省,镇江市,电信,,
61.132.30.200,61.132.30.207,中国,江苏省,镇江市,丹阳市大亚铝基复合材料工程技术研究中心,,
61.132.30.208,61.132.30.215,中国,江苏省,镇江市,电信,,
61.132.30.216,61.132.30.223,中国,江苏省,镇江市,丹阳市农林局,,
61.132.30.224,61.132.30.231,中国,江苏省,镇江市,丹阳市第六中学,,
61.132.30.232,61.132.31.255,中国,江苏省,镇江市,电信,,
61.132.32.0,61.132.34.79,中国,江苏省,扬州市,电信,,
61.132.34.80,61.132.34.95,中国,江苏省,扬州市,扬州化工学校,,
61.132.34.96,61.132.39.255,中国,江苏省,扬州市,电信,,
61.132.40.0,61.132.47.255,中国,江苏省,泰州市,电信,,
61.132.48.0,61.132.63.255,中国,江苏省,南京市,电信,,
61.132.64.0,61.132.71.255,中国,江苏省,南通市,电信,,
61.132.72.0,61.132.79.255,中国,江苏省,南京市,电信,,
61.132.80.0,61.132.87.255,中国,江苏省,无锡市,电信,,
61.132.88.0,61.132.88.87,中国,江苏省,常州市,电信,,
61.132.88.88,61.132.88.95,中国,江苏省,常州市,溧阳戴埠高级中学,,
61.132.88.96,61.132.91.19,中国,江苏省,常州市,电信,,
61.132.91.20,61.132.91.23,中国,江苏省,常州市,缘定网吧,,
61.132.91.24,61.132.91.27,中国,江苏省,常州市,旭敏网吧,,
61.132.91.28,61.132.91.51,中国,江苏省,常州市,电信,,
61.132.91.52,61.132.91.55,中国,江苏省,常州市,天宁区圆梦网吧,,
61.132.91.56,61.132.91.75,中国,江苏省,常州市,电信,,
61.132.91.76,61.132.91.79,中国,江苏省,常州市,钟楼区雨点网吧,,
61.132.91.80,61.132.91.87,中国,江苏省,常州市,电信,,
61.132.91.88,61.132.91.91,中国,江苏省,常州市,天宁区神舟号网吧,,
61.132.91.92,61.132.91.95,中国,江苏省,常州市,钟楼区科翔网吧,,
61.132.91.96,61.132.91.119,中国,江苏省,常州市,电信,,
61.132.91.120,61.132.91.123,中国,江苏省,常州市,丽华南村小熊网吧,,
61.132.91.124,61.132.91.159,中国,江苏省,常州市,电信,,
61.132.91.160,61.132.91.163,中国,江苏省,常州市,武进区逸飞网吧,,
61.132.91.164,61.132.91.183,中国,江苏省,常州市,电信,,
61.132.91.184,61.132.91.187,中国,江苏省,常州市,钟楼区新天地网吧,,
61.132.91.188,61.132.91.191,中国,江苏省,常州市,钟楼区蓝港网吧,,
61.132.91.192,61.132.91.195,中国,江苏省,常州市,古金区枪神网吧,,
61.132.91.196,61.132.91.207,中国,江苏省,常州市,电信,,
61.132.91.208,61.132.91.211,中国,江苏省,常州市,天宁区心网网吧,,
61.132.91.212,61.132.91.215,中国,江苏省,常州市,电信,,
61.132.91.216,61.132.91.219,中国,江苏省,常州市,天宁区易都网吧,,
